Order_Number,Customer_identifier,Order_Date,City,Region,State_Code,Country_Code,Cart_Discount_Amount,Order_Subtotal_Amount,Shipping_Method_Title,Currency,Currency_Symbol,Order_Shipping_Amount,Order_Refund_Amount,Order_Total_Amount,Order_Total_Tax_Amount,SKU,Item_#,Item_Name,Quantity_(- Refund),Item_Cost,Coupon_Code,Discount_Amount,Discount_Amount_Tax,Attribution,Website
6592,297,06/12/2024,Berchem,Belgium,,BE,0,19.76,Royal Mail International Standard,EUR,€,8.28986,0,32,3.95,SQ9497841,1,One Month's Supply,1,19.76,,,,Organic: Google,Squarespace
6591,298,05/12/2024,Folkestone,South East,Kent,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Direct,Squarespace
5679,299,04/09/2024,Banbury,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6150,299,05/10/2024,Banbury,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6378,299,05/11/2024,Banbury,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6590,299,05/12/2024,Banbury,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1499,299,04/08/2024,Banbury,South East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1364,299,04/07/2024,Banbury,South East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
6588,300,04/12/2024,Bude,South West,Cornwall,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
6187,301,09/10/2024,Falkirk,Scotland,SCOTLAND,GB,0,29.98,Royal Mail First Class,GBP,£,3.99,0,39.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Direct,Squarespace
6576,301,03/12/2024,Falkirk,Scotland,SCOTLAND,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Direct,Squarespace
6560,302,01/12/2024,Bristol,South West,ENGLAND,GB,8.991667,29.98,Royal Mail Second Class,GBP,£,2.99,0,28.18,4.2,SQ3720870,1,8 Week Trial,1,20.99,calmfri30,8.99,1.8,Unknown,Squarespace
6557,303,30/11/2024,London,Greater London,.,GB,0,137.41,Royal Mail Second Class,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,137.41,,,,Direct,Squarespace
610,303,15/01/2024,London,Greater London,London,GB,0,164.89,Shipping,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,164.89,,,,Unknown,Woocommerce
492,303,27/11/2023,London,Greater London,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
468,303,18/11/2023,London,Greater London,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
6556,304,29/11/2024,Clapham,Greater London,LONDON,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Web admin,Squarespace
6112,305,29/09/2024,Chilton,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6337,305,29/10/2024,Chilton,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
6536,305,29/11/2024,Chilton,South East,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1620,305,29/08/2024,Chilton,South East,BFP,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1599,305,25/08/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1462,305,25/07/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1309,305,25/06/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1161,305,25/05/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1000,305,25/04/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
825,305,25/03/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
731,305,25/02/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
635,305,25/01/2024,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
545,305,25/12/2023,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
482,305,25/11/2023,Newton Aycliffe,North East,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
6322,306,28/10/2024,Sandown,South East,Isle of Wight,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
6523,306,28/11/2024,Sandown,South East,Isle of Wight,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
1610,306,27/08/2024,Sandown,South East,Isle of Wight,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1444,306,22/07/2024,Sandown,South East,Isle of Wight,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1291,306,22/06/2024,Sandown,South East,Isle of Wight,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1139,306,22/05/2024,Sandown,South East,Isle of Wight,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
915,306,22/04/2024,Sandown,South East,Isle of Wight,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
813,306,22/03/2024,Sandown,South East,Isle of Wight,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
714,306,22/02/2024,Sandown,South East,Isle of Wight,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
546,306,26/12/2023,Sandown,South East,Isle of Wight,GB,0,19.99,Shipping,GBP,£,3.99,0,23.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
431,306,05/11/2023,Sandown,South East,Isle of Wight,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
6512,307,27/11/2024,Clevedon,South West,NORTH SOMERSET,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,2.99,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Direct,Squarespace
6511,308,26/11/2024,Crawley,South East,West Sussex,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
6504,309,25/11/2024,Milford Haven,Wales,,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Organic: Google,Squarespace
6499,310,25/11/2024,London,Greater London,Juniper Drive,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
6497,311,24/11/2024,Bristol,South West,South Gloucestershire,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
724,311,24/02/2024,Bristol,South West,South Gloucestershire,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
555,311,29/12/2023,Bristol,South West,England,GB,5,19.99,Shipping,GBP,£,3.99,0,18.98,2.5,,1,One Month's Supply,1,19.99,discount,5,0,Unknown,Woocommerce
6485,312,21/11/2024,Wolverhampton,West Midlands,England,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
1695,312,17/09/2024,Wolverhampton,West Midlands,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
1452,312,23/07/2024,Wolverhampton,West Midlands,ENG,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,8 Week Trial,1,35.98,,,,Unknown,Woocommerce
1230,312,10/06/2024,Wolverhampton,West Midlands,ENG,GB,0,35.98,Shipping,GBP,£,3.99,0,39.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
1113,312,13/05/2024,Wolverhampton,West Midlands,ENG,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
1003,312,26/04/2024,Wolverhampton,West Midlands,England,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
6484,313,21/11/2024,Epsom Downs,South East,Surrey,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Unknown,Squarespace
6483,314,21/11/2024,Coulsdon,Greater London,GREATER LONDON,GB,0,137.41,Royal Mail Second Class,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,137.41,,,,Unknown,Squarespace
932,314,23/04/2024,Croydon,Greater London,Greater London,GB,5,19.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,One Month's Supply,1,19.99,discount,5,0,Unknown,Woocommerce
6465,315,19/11/2024,Carlow,Ireland,CW,IE,0,35.56,Royal Mail International Standard,EUR,€,8.28986,0,50.96,7.11,SQ3720870,1,8 Week Trial,1,35.56,,,,Unknown,Squarespace
6459,316,17/11/2024,Bristol,South West,,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Organic: Google,Squarespace
6453,317,16/11/2024,Southampton,South East,ENGLAND,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
6246,318,16/10/2024,Cardiff,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6448,318,16/11/2024,Cardiff,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
5454,318,16/09/2024,Cardiff,Wales,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Woocommerce
1559,318,16/08/2024,Cardiff,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1407,318,16/07/2024,Cardiff,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1253,318,16/06/2024,Cardiff,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1118,318,16/05/2024,Cardiff,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
894,318,16/04/2024,Cardiff,Wales,Wales,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
638,318,26/01/2024,Cardiff,Wales,Wales,GB,5.4,35.98,Shipping,GBP,£,3.99,0,34.57,5.09,,1,Two Months' Supply,1,35.98,discount,5.4,0,Unknown,Woocommerce
499,318,02/12/2023,Cardiff,Wales,Wales,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,Two Months' Supply,1,35.98,discount,9,0,Unknown,Woocommerce
6443,319,15/11/2024,Cambridge,East of England,,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Organic: Google,Squarespace
510,319,06/12/2023,Cambridge,East of England,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
375,319,11/10/2023,Cambridge,East of England,England,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
6302,320,25/10/2024,Mirfield,Yorkshire and the Humber,England,GB,0,19.76,Royal Mail Second Class,EUR,€,3.54602,0,27.46,4.15,SQ9497841,1,One Month's Supply,1,19.76,,,,Direct,Squarespace
6434,320,13/11/2024,Torre Pacheco,Spain,MU,ES,0,162.96,Royal Mail International Tracked,EUR,€,11.85,0,207.4,32.59,SQ0940587,1,Twelve months' supply,1,162.96,,,,Unknown,Squarespace
6427,321,12/11/2024,Llanarth,Wales,Ceredigion,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Direct,Squarespace
914,321,21/04/2024,Llanarth,Wales,Ceredigion,GB,0,19.99,Shipping,GBP,£,2.99,0,22.98,3.33,,1,One Month's Supply,1,19.99,,,,Unknown,Woocommerce
6216,322,10/10/2024,Shelfanger,East of England,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6413,322,10/11/2024,Shelfanger,East of England,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
5060,322,10/09/2024,Shelfanger,East of England,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Woocommerce
1530,322,10/08/2024,Shelfanger,East of England,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1385,322,10/07/2024,Shelfanger,East of England,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1231,322,11/06/2024,Shelfanger,East of England,,GB,0,35.98,Shipping,GBP,£,2.99,0,38.97,5.99,,1,Two Months' Supply,1,35.98,,,,Unknown,Woocommerce
1226,322,10/06/2024,Shelfanger,East of England,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1096,322,10/05/2024,Shelfanger,East of England,,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
6079,323,26/09/2024,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6308,323,26/10/2024,Bristol,South West,,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
6408,323,09/11/2024,Bristol,South West,England,GB,0,137.41,Royal Mail Second Class,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,137.41,,,,Unknown,Squarespace
1604,323,26/08/2024,Bristol,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1466,323,26/07/2024,Bristol,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1041,323,30/04/2024,Bristol,South West,England,GB,9,35.98,Shipping,GBP,£,2.99,0,29.97,4.49,,1,8 Week Trial,1,35.98,discount,9,0,Unknown,Woocommerce
6405,324,08/11/2024,Cardiff,Wales,,GB,0,137.41,Royal Mail Second Class,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,137.41,,,,Organic: Google,Squarespace
861,324,04/04/2024,Cardiff,Wales,Wales,GB,44.98,179.9,Shipping,GBP,£,2.99,0,137.91,22.47,,1,Two Months' Supply,4,35.98,discount,44.98,0,Unknown,Woocommerce
861,324,04/04/2024,Cardiff,Wales,Wales,GB,44.98,179.9,Shipping,GBP,£,2.99,0,137.91,22.47,,2,8 Week Trial,1,35.98,,,,Unknown,Woocommerce
5668,325,08/09/2024,West Kirby Wirral,North West,Wirral,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Duckduckgo.com,Squarespace
6180,325,08/10/2024,West Kirby Wirral,North West,Wirral,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6403,325,08/11/2024,West Kirby Wirral,North West,Wirral,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
1517,325,08/08/2024,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1380,325,08/07/2024,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1052,325,03/05/2024,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
856,325,03/04/2024,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
750,325,03/03/2024,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
660,325,03/02/2024,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
569,325,03/01/2024,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
502,325,03/12/2023,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
427,325,03/11/2023,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
355,325,03/10/2023,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
308,325,03/09/2023,West Kirby Wirral,North West,Wirral,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
248,325,09/07/2023,West Kirby Wirral,North West,Wirral,GB,0,29.98,Shipping,GBP,£,3.99,0,33.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
6399,326,07/11/2024,Leyland,North West,ENGLAND,GB,0,29.98,Royal Mail Second Class,GBP,£,2.99,0,38.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Organic: Google,Squarespace
6398,327,07/11/2024,Aberystwyth,Wales,Ceredigion,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Direct,Squarespace
6397,328,07/11/2024,Liverpool,North West,ENGLAND,GB,0,59.97,Royal Mail First Class,GBP,£,3.99,0,75.95,11.99,SQ3720870,1,8 Week Trial,2,29.98,,,,Organic: Google,Squarespace
6376,329,05/11/2024,Dublin 17,Ireland,D,IE,0,35.56,Royal Mail International Standard,EUR,€,8.28986,0,50.96,7.11,SQ3720870,1,8 Week Trial,1,35.56,,,,Unknown,Squarespace
6369,330,04/11/2024,Llanelli,Wales,Carmarthenshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Referral: Duckduckgo.com,Squarespace
6360,331,03/11/2024,Weymouth,South West,ENGLAND,GB,0,137.41,Royal Mail Second Class,GBP,£,2.99,0,167.88,27.48,SQ0940587,1,Twelve months' supply,1,137.41,,,,Organic: Google,Squarespace
5763,332,03/09/2024,Bakewell,East Midlands,Derbyshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6137,332,03/10/2024,Bakewell,East Midlands,Derbyshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Unknown,Squarespace
6359,332,03/11/2024,Bakewell,East Midlands,Derbyshire,GB,0,12.49,Royal Mail Second Class,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Direct,Squarespace
1493,332,03/08/2024,Bakewell,East Midlands,Derbyshire,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
6136,333,02/10/2024,Stroud,South West,England,GB,0,12.49,Shipping,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Web admin,Squarespace
6358,333,02/11/2024,Stroud,South West,England,GB,0,12.49,Shipping,GBP,£,2.99,0,17.98,2.5,SQ7734740,1,Monthly Subscription,1,12.49,,,,Organic: Google,Squarespace
1631,333,02/09/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Web admin,Woocommerce
1491,333,02/08/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1348,333,02/07/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1187,333,02/06/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
1049,333,02/05/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
855,333,02/04/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
764,333,07/03/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
658,333,02/02/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
563,333,02/01/2024,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
500,333,02/12/2023,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
426,333,02/11/2023,Stroud,South West,England,GB,0,14.99,Shipping,GBP,£,2.99,0,17.98,2.5,,1,Monthly Subscription,1,14.99,,,,Unknown,Woocommerce
309,333,03/09/2023,Stroud,South West,England,GB,6,35.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,35.98,discount,6,0,Unknown,Woocommerce
247,333,09/07/2023,Stroud,South West,England,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,4.99,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
173,333,03/05/2023,Stroud,South West,England,GB,4.5,29.98,Shipping,GBP,£,2.99,0,28.47,4.24,,1,Two Months' Supply,1,29.98,discount,4.5,0,Unknown,Woocommerce
77,333,02/02/2023,Stroud,South West,Glos,GB,0,29.98,Shipping,GBP,£,2.99,0,32.97,0,,1,Two Months' Supply,1,29.98,,,,Unknown,Woocommerce
6357,334,02/11/2024,Chippenham,South West,WILTSHIRE,GB,34.35,137.41,Royal Mail Second Class,GBP,£,2.99,0,126.66,20.61,SQ0940587,1,Twelve months' supply,1,103.06,calm1,34.35,6.87,Unknown,Squarespace
6356,335,02/11/2024,Hamilton,Scotland,,GB,0,16.66,Royal Mail Second Class,GBP,£,2.99,0,22.98,3.33,SQ9497841,1,One Month's Supply,1,16.66,,,,Referral: Bing.com,Squarespace
6354,336,02/11/2024,Horsham,South East,West Sussex,GB,7.491667,29.98,Royal Mail Second Class,GBP,£,2.99,0,29.98,4.5,SQ3720870,1,8 Week Trial,1,22.49,calm1,7.49,1.5,Direct,Squarespace
6344,337,31/10/2024,Coalville,East Midlands,Leicestershire,GB,0,29.98,Royal Mail First Class,GBP,£,3.99,0,39.97,6,SQ3720870,1,8 Week Trial,1,29.98,,,,Unknown,Squarespace
